20151209231236,18.243.7.76,5001,18.102.214.15,34801,4,27.5-28.0,333040,5328640
20151209231236,18.243.7.76,5001,18.102.214.15,34801,4,28.0-28.5,0,0
20151209231237,18.243.7.76,5001,18.102.214.15,34801,4,28.5-29.0,4264360,68229760
20151209231237,18.243.7.76,54887,18.102.214.15,5001,5,28.5-29.0,4980736,79691776
20151209231237,18.243.7.76,5001,18.102.214.15,34801,4,29.0-29.5,5715256,91444096
20151209231237,18.243.7.76,54887,18.102.214.15,5001,5,29.0-29.5,4456448,71303168
20151209231238,18.243.7.76,5001,18.102.214.15,34801,4,29.5-30.0,5752904,92046464
20151209231238,18.243.7.76,54887,18.102.214.15,5001,5,29.5-30.0,3276800,52428800
20151209231238,18.243.7.76,54887,18.102.214.15,5001,5,0.0-30.0,277086208,73835925
20151209231238,18.243.7.76,5001,18.102.214.15,34801,4,0.0-30.2,193200128,51222640
